movie,genre
10476,범죄
10477,드라마
10478,멜로/로맨스
10478,드라마
10478,느와르
10479,드라마
10479,전쟁
10480,멜로/로맨스
10480,드라마
10480,코미디
10481,드라마
10481,액션
10482,멜로/로맨스
10482,드라마
10483,드라마
10483,액션
10483,스릴러
10483,범죄
10484,느와르
10484,스릴러
10484,드라마
10485,멜로/로맨스
10485,드라마
10486,에로
10487,멜로/로맨스
10487,미스터리
10487,코미디
10487,범죄
10488,액션
10488,스릴러
10488,모험
10488,코미디
10489,드라마
10489,스릴러
10489,공포
10490,스릴러
10491,멜로/로맨스
10491,코미디
10492,드라마
10492,스릴러
10493,멜로/로맨스
10493,뮤지컬
10493,드라마
10494,멜로/로맨스
10494,코미디
10495,드라마
10495,전쟁
10496,판타지
10496,드라마
10496,코미디
10497,멜로/로맨스
10497,판타지
10497,드라마
10497,가족
10498,코미디
10498,가족
10499,드라마
10501,드라마
10501,액션
10501,전쟁
10502,멜로/로맨스
10502,드라마
10503,스릴러
10504,스릴러
10504,범죄
10504,공포
10506,SF
10507,드라마
10507,전쟁
10508,멜로/로맨스
10508,드라마
10509,드라마
10510,멜로/로맨스
10510,드라마
10511,멜로/로맨스
10511,코미디
10512,모험
10512,가족
10513,드라마
10514,드라마
10514,스릴러
10514,범죄
10515,액션
10515,코미디
10516,코미디
10517,드라마
10517,범죄
10518,드라마
10519,액션
10519,모험
10519,스릴러
10520,멜로/로맨스
10520,드라마
10520,코미디
10521,드라마
10521,액션
10521,범죄
10522,드라마
10523,액션
10523,모험
10524,코미디
10524,전쟁
10525,드라마
10525,모험
10526,드라마
10526,스릴러
10526,범죄
10527,멜로/로맨스
10527,뮤지컬
10527,코미디
10528,판타지
10528,애니메이션
10528,뮤지컬
10528,가족
10529,멜로/로맨스
10529,액션
10529,스릴러
10530,드라마
10531,코미디
10532,SF
10532,코미디
10532,공포
10533,드라마
10534,코미디
10535,공포
10536,공포
10537,드라마
10537,액션
10537,코미디
10538,드라마
10538,코미디
10539,액션
10540,멜로/로맨스
10540,드라마
10540,코미디
10541,드라마
10541,코미디
10542,코미디
10543,액션
10543,스릴러
10544,드라마
10544,범죄
10545,액션
10546,멜로/로맨스
10546,드라마
10546,범죄
10547,드라마
10547,코미디
10548,드라마
10548,스릴러
10548,미스터리
10549,드라마
10549,범죄
10550,드라마
10550,액션
10551,멜로/로맨스
10551,드라마
10552,멜로/로맨스
10552,드라마
10553,드라마
10553,모험
10554,드라마
10555,드라마
10556,미스터리
10556,스릴러
10557,드라마
10557,액션
10557,모험
10557,전쟁
10560,액션
10560,스릴러
10560,범죄
10561,드라마
10561,범죄
10562,멜로/로맨스
10562,드라마
10562,전쟁
10563,멜로/로맨스
10563,뮤지컬
10563,드라마
10564,드라마
10565,드라마
10566,드라마
10567,멜로/로맨스
10567,드라마
10568,멜로/로맨스
10568,판타지
10568,드라마
10569,코미디
10570,멜로/로맨스
10570,코미디
10571,SF
10571,스릴러
10571,공포
10572,멜로/로맨스
10572,에로
10573,에로
10574,드라마
10575,멜로/로맨스
10575,드라마
10575,가족
10576,멜로/로맨스
10577,모험
10577,공포
10578,멜로/로맨스
10578,코미디
10578,전쟁
10579,드라마
10579,스릴러
10579,전쟁
10580,멜로/로맨스
10580,드라마
10580,전쟁
10581,드라마
10582,드라마
10583,액션
10583,스릴러
10583,범죄
10584,드라마
10585,뮤지컬
10586,드라마
10587,드라마
10588,드라마
10589,멜로/로맨스
10589,드라마
10590,드라마
10590,코미디
10590,전쟁
10591,드라마
10592,드라마
10592,뮤지컬
10592,가족
10593,멜로/로맨스
10593,드라마
10593,전쟁
10594,드라마
10595,드라마
10596,판타지
10596,스릴러
10596,공포
10596,미스터리
10597,드라마
10597,전쟁
10598,드라마
10599,멜로/로맨스
10599,범죄
10600,판타지
10600,드라마
10600,코미디
10601,멜로/로맨스
10601,드라마
10601,코미디
10602,멜로/로맨스
10602,코미디
10603,판타지
10603,SF
10604,드라마
10604,코미디
10605,멜로/로맨스
10605,드라마
10605,서부
10606,멜로/로맨스
10606,드라마
10607,드라마
10608,드라마
10609,드라마
10609,액션
10609,모험
10610,SF
10610,코미디
10611,드라마
10611,모험
10612,모험
10613,모험
10613,코미디
10614,드라마
10614,액션
10615,드라마
10615,뮤지컬
10615,코미디
10616,드라마
10616,전쟁
10617,드라마
10617,멜로/로맨스
10617,모험
10617,가족
10618,드라마
10618,전쟁
10619,판타지
10619,액션
10619,모험
10619,코미디
10620,드라마
10620,액션
10620,스릴러
10620,범죄
10621,스릴러
10621,미스터리
10622,액션
10622,미스터리
10622,범죄
10623,드라마
10624,드라마
10625,뮤지컬
10625,코미디
10626,액션
10626,느와르
10626,범죄
10626,드라마
10626,전쟁
10627,액션
10627,공포
10628,드라마
10629,드라마
10630,드라마
10630,전쟁
10631,드라마
10631,코미디
10631,범죄
10632,SF
10632,액션
10633,뮤지컬
10633,코미디
10633,공포
10634,액션
10634,범죄
10635,드라마
10636,드라마
10636,전쟁
10637,드라마
10637,전쟁
10638,코미디
10639,멜로/로맨스
10639,코미디
10640,드라마
10640,스릴러
10640,범죄
10641,공포
10642,SF
10642,모험
10642,스릴러
10643,뮤지컬
10643,범죄
10644,멜로/로맨스
10644,모험
10644,코미디
10645,SF
10645,액션
10645,코미디
10646,드라마
10647,드라마
10647,전쟁
10648,액션
10648,모험
10650,스릴러
10650,공포
10651,액션
10651,서부
10652,멜로/로맨스
10652,드라마
10653,판타지
10653,SF
10653,모험
10654,SF
10654,액션
10654,미스터리
10654,스릴러
10655,드라마
10655,뮤지컬
10656,멜로/로맨스
10656,코미디
10657,드라마
10657,스릴러
10658,멜로/로맨스
10658,코미디
10659,멜로/로맨스
10659,드라마
10660,뮤지컬
10660,멜로/로맨스
10660,가족
10660,코미디
10661,멜로/로맨스
10662,코미디
10663,멜로/로맨스
10663,액션
10664,SF
10664,액션
10664,스릴러
10665,드라마
10666,스릴러
10666,코미디
10666,공포
10668,드라마
10668,코미디
10669,멜로/로맨스
10669,애니메이션
10669,코미디
10669,판타지
10669,뮤지컬
10669,모험
10669,가족
10670,판타지
10670,멜로/로맨스
10670,액션
10670,공포
10671,멜로/로맨스
10671,액션
10671,스릴러
10671,코미디
10673,드라마
10674,공포
10675,드라마
10675,미스터리
10676,드라마
10677,전쟁
10678,드라마
10678,코미디
10679,멜로/로맨스
10679,드라마
10679,스릴러
10679,범죄
10680,드라마
10681,코미디
10682,코미디
10683,멜로/로맨스
10683,드라마
10683,스릴러
10683,전쟁
10684,SF
10684,드라마
10685,멜로/로맨스
10685,드라마
10685,코미디
10686,판타지
10686,멜로/로맨스
10686,공포
10687,드라마
10687,스릴러
10687,미스터리
10687,범죄
10688,드라마
10689,멜로/로맨스
10689,드라마
10690,판타지
10690,코미디
10691,SF
10691,스릴러
10691,범죄
10692,드라마
10693,SF
10693,액션
10693,모험
10693,코미디
10694,SF
10694,스릴러
10695,드라마
10695,범죄
10696,드라마
10696,액션
10696,스릴러
10697,드라마
10698,멜로/로맨스
10698,드라마
10698,스릴러
10699,드라마
10700,액션
10700,스릴러
10701,멜로/로맨스
10701,드라마
10702,드라마
10703,드라마
10704,드라마
10704,전쟁
10705,드라마
10705,스릴러
10705,미스터리
10706,멜로/로맨스
10706,드라마
10706,코미디
10708,드라마
10708,모험
10708,스릴러
10709,모험
10710,드라마
10711,SF
10711,드라마
10712,멜로/로맨스
10712,드라마
10712,에로
10713,에로
10714,에로
10715,공포
10716,드라마
10716,뮤지컬
10717,스릴러
10717,코미디
10718,드라마
10718,범죄
10719,드라마
10719,스릴러
10720,드라마
10720,가족
10721,액션
10721,스릴러
10721,범죄
10722,액션
10722,스릴러
10722,미스터리
10722,범죄
10723,드라마
10723,액션
10723,스릴러
10723,범죄
10724,드라마
10724,액션
10724,스릴러
10724,범죄
10725,액션
10725,스릴러
10725,범죄
10726,액션
10726,코미디
10726,범죄
10726,스릴러
10726,드라마
10727,액션
10727,코미디
10727,범죄
10727,스릴러
10727,드라마
10728,드라마
10729,드라마
10730,애니메이션
10730,판타지
10730,모험
10730,가족
10730,드라마
10731,코미디
10732,코미디
10733,드라마
10734,서부
10735,스릴러
10735,공포
10736,스릴러
10736,공포
10737,스릴러
10737,공포
10738,스릴러
10738,공포
10739,스릴러
10739,공포
10740,드라마
10740,스릴러
10740,미스터리
10740,범죄
10741,멜로/로맨스
10741,드라마
10742,드라마
10742,미스터리
10742,스릴러
10743,드라마
10744,판타지
10744,드라마
10744,모험
10745,드라마
10746,액션
10746,코미디
10747,멜로/로맨스
10747,에로
10748,드라마
10749,SF
10749,액션
10749,코미디
10750,드라마
10750,스릴러
10751,멜로/로맨스
10751,모험
10752,뮤지컬
10752,미스터리
10752,코미디
10752,범죄
10753,SF
10753,공포
10754,드라마
10754,스릴러
10754,범죄
10755,코미디
10756,코미디
10757,드라마
10758,드라마
10759,드라마
10759,뮤지컬
10760,코미디
10761,느와르
10761,스릴러
10762,드라마
10763,액션
10763,코미디
10764,멜로/로맨스
10764,드라마
10765,드라마
10765,전쟁
10766,코미디
10767,드라마
10768,드라마
10768,전쟁
10769,드라마
10769,모험
10770,드라마
10771,멜로/로맨스
10771,드라마
10772,다큐멘터리
10773,코미디
10774,멜로/로맨스
10774,느와르
10774,미스터리
10774,범죄
10775,멜로/로맨스
10775,드라마
10775,코미디
10776,드라마
10776,코미디
10777,드라마
10778,드라마
10779,액션
10779,모험
10779,코미디
10779,미스터리
10781,코미디
10781,SF
10781,모험
10781,가족
10782,드라마
10783,서부
10784,스릴러
10785,드라마
10785,서부
10786,멜로/로맨스
10786,스릴러
10786,전쟁
10787,드라마
10788,액션
10789,드라마
10789,가족
10791,액션
10791,모험
10792,판타지
10792,SF
10792,코미디
10794,멜로/로맨스
10794,드라마
10794,모험
10795,스릴러
10795,범죄
10796,드라마
10797,코미디
10799,드라마
10799,가족
10800,SF
10800,액션
10801,코미디
10802,드라마
10803,드라마
10803,스릴러
10803,범죄
10804,드라마
10805,애니메이션
10805,모험
10805,가족
10806,드라마
10807,드라마
10807,코미디
10808,액션
10808,모험
10809,코미디
10811,드라마
10812,가족
10812,코미디
10813,멜로/로맨스
10813,드라마
10814,드라마
10814,액션
10815,드라마
10815,액션
10816,전쟁
10817,멜로/로맨스
10817,액션
10817,코미디
10817,범죄
10817,스릴러
10818,멜로/로맨스
10818,드라마
10819,액션
10820,드라마
10821,미스터리
10821,범죄
10821,공포
10822,드라마
10822,모험
10823,드라마
10823,모험
10824,드라마
10824,모험
10825,드라마
10825,전쟁
10826,코미디
10827,코미디
10828,가족
10828,모험
10828,코미디
10829,드라마
10829,미스터리
10829,느와르
10830,미스터리
10830,스릴러
10831,SF
10831,공포
10832,드라마
10833,드라마
10834,드라마
10835,멜로/로맨스
10835,드라마
10836,서부
10837,드라마
10838,드라마
10838,코미디
10839,미스터리
10840,드라마
10841,드라마
10842,드라마
10842,코미디
10843,드라마
10844,멜로/로맨스
10844,판타지
10844,드라마
10844,공포
10846,전쟁
10847,드라마
10848,액션
10848,모험
10849,액션
10849,모험
10850,드라마
10851,액션
10851,범죄
10852,드라마
10852,액션
10853,코미디
10853,범죄
10854,스릴러
10854,공포
10855,SF
10855,코미디
10856,드라마
10856,액션
10857,드라마
10858,드라마
10859,드라마
10860,드라마
10860,가족
10861,멜로/로맨스
10861,드라마
10862,코미디
10863,모험
10863,코미디
10864,코미디
10864,범죄
10865,드라마
10866,멜로/로맨스
10866,코미디
10867,드라마
10868,코미디
10869,액션
10870,액션
10870,모험
10871,드라마
10871,스릴러
10871,공포
10871,미스터리
10872,드라마
10872,모험
10873,드라마
10873,액션
10873,전쟁
10874,멜로/로맨스
10874,판타지
10874,드라마
10875,드라마
10875,전쟁
10876,드라마
10877,드라마
10877,액션
10877,범죄
10878,액션
10878,범죄
10879,드라마
10879,서부
10880,드라마
10880,에로
10881,드라마
10881,코미디
10882,드라마
10882,스릴러
10882,전쟁
10883,전쟁
10884,액션
10884,스릴러
10884,코미디
10884,범죄
10885,멜로/로맨스
10885,드라마
10886,코미디
10887,드라마
10888,액션
10888,스릴러
10888,범죄
10889,드라마
10889,액션
10889,스릴러
10889,범죄
10890,드라마
10891,드라마
10892,드라마
10893,SF
10893,미스터리
10893,공포
10894,드라마
10895,코미디
10896,드라마
10897,멜로/로맨스
10897,뮤지컬
10898,미스터리
10898,범죄
10899,드라마
10900,코미디
10901,드라마
10902,드라마
10903,드라마
10904,드라마
10905,코미디
10907,드라마
10907,코미디
10908,액션
10909,드라마
10909,스릴러
10909,공포
10911,드라마
10911,미스터리
10911,공포
10911,전쟁
10912,코미디
10912,판타지
10912,SF
10912,가족
10913,전쟁
10914,멜로/로맨스
10914,드라마
10915,모험
10916,코미디
10916,범죄
10917,스릴러
10918,뮤지컬
10919,드라마
10919,스릴러
10920,멜로/로맨스
10920,드라마
10921,드라마
10922,드라마
10923,드라마
10924,뮤지컬
10924,코미디
10925,액션
10925,코미디
10925,전쟁
10926,드라마
10927,다큐멘터리
10928,느와르
10929,드라마
10929,코미디
10930,코미디
10931,판타지
10931,액션
10931,모험
10932,드라마
10932,코미디
10933,드라마
10934,드라마
10935,드라마
10935,액션
10936,판타지
10936,멜로/로맨스
10937,드라마
10938,멜로/로맨스
10938,판타지
10938,드라마
10938,코미디
10939,코미디
10940,드라마
10941,액션
10941,애니메이션
10941,코미디
10941,판타지
10941,가족
10941,범죄
10942,드라마
10942,모험
10942,전쟁
10943,판타지
10944,멜로/로맨스
10944,코미디
10945,멜로/로맨스
10945,드라마
10945,미스터리
10945,느와르
10946,드라마
10947,드라마
10947,뮤지컬
10948,드라마
10948,미스터리
10948,범죄
10949,드라마
10949,스릴러
10950,SF
10950,액션
10950,전쟁
10951,코미디
10951,범죄
10952,액션
10952,범죄
10953,공포
10954,멜로/로맨스
10954,드라마
10955,드라마
10956,드라마
10958,드라마
10958,코미디
10959,코미디
10960,서부
10960,코미디
10961,멜로/로맨스
10961,코미디
10962,SF
10962,액션
10962,드라마
10964,드라마
10965,멜로/로맨스
10965,액션
10965,코미디
10965,모험
10965,범죄
10965,스릴러
10966,스릴러
10966,공포
10967,공포
10968,공포
10969,공포
10970,느와르
10970,액션
10971,액션
10971,스릴러
10972,액션
10973,스릴러
10973,공포
10975,SF
10975,모험
10976,드라마
10977,서부
10978,드라마
10978,코미디
10979,뮤지컬
10979,코미디
10980,드라마
10981,드라마
10982,다큐멘터리
10983,멜로/로맨스
10983,드라마
10984,드라마
10984,액션
10985,액션
10986,드라마
10986,코미디
10987,드라마
10987,멜로/로맨스
10987,코미디
10988,드라마
10989,멜로/로맨스
10989,드라마
10989,코미디
10991,SF
10991,드라마
10992,뮤지컬
10992,코미디
10993,서부
10994,멜로/로맨스
10994,드라마
10994,코미디
10995,스릴러
10996,코미디
10997,공포
10998,드라마
10998,액션
10998,모험
10998,스릴러
10999,SF
10999,드라마
10999,공포
